traffic matrix input file: ./output_pipeline/mpi_ring_host64_chunks1_size16777216/mpi_ring_host64_chunks1_size16777216.cm
topology type DragonFlyPlusTopology
no_of_nodes 64
Hop latency set to 1
Switch latency set to 0.05
queue_type 8
PFC thresholds high 15 low 12
queue size threshold 64
Start connectios with a random delay of upto 200000us
endtime(us) 800000
logging traffic
logtime 1 ms
Parsed args
Logging to logout.dat
RoceSinkLoggerSampling(p=0.001 init 
Dragonfly+ with large topology type
Link latencies: 1 and switch latencies: 0.05
Trigger 1696 fired, 1 targets
Activate called Roce_49_50
startflow Roce_49_50 at 123.917
Flow Roce_39_40 5209 finished at 123.917 total bytes 16779672
Trigger 1138 fired, 1 targets
Activate called Roce_40_41
startflow Roce_40_41 at 123.917
Flow Roce_24_25 2374 finished at 123.917 total bytes 16779672
Trigger 208 fired, 1 targets
Activate called Roce_25_26
startflow Roce_25_26 at 123.917
Flow Roce_60_61 9178 finished at 123.917 total bytes 16779672
Trigger 2440 fired, 1 targets
Activate called Roce_61_62
startflow Roce_61_62 at 123.917
Flow Roce_51_52 7477 finished at 123.917 total bytes 16779672
Trigger 1882 fired, 1 targets
Activate called Roce_52_53
startflow Roce_52_53 at 123.917
Flow Roce_42_43 5776 finished at 123.917 total bytes 16779672
Trigger 1324 fired, 1 targets
Activate called Roce_43_44
startflow Roce_43_44 at 123.917
Flow Roce_33_34 4075 finished at 123.917 total bytes 16779672
Trigger 766 fired, 1 targets
Activate called Roce_34_35
startflow Roce_34_35 at 123.917
Flow Roce_63_0 10117 finished at 124.106 total bytes 16779672
Trigger 2748 fired, 1 targets
Activate called Roce_0_1
startflow Roce_0_1 at 124.106
Flow Roce_17_18 13519 finished at 124.106 total bytes 16779672
Trigger 3864 fired, 1 targets
Activate called Roce_18_19
startflow Roce_18_19 at 124.106
Flow Roce_8_9 11818 finished at 124.106 total bytes 16779672
Trigger 3306 fired, 1 targets
Activate called Roce_9_10
startflow Roce_9_10 at 124.106
Flow Roce_28_29 3130 finished at 126.017 total bytes 16779672
Trigger 456 fired, 1 targets
Activate called Roce_29_30
startflow Roce_29_30 at 126.017
Flow Roce_55_56 8233 finished at 126.017 total bytes 16779672
Trigger 2130 fired, 1 targets
Activate called Roce_56_57
startflow Roce_56_57 at 126.017
Flow Roce_46_47 6532 finished at 126.017 total bytes 16779672
Trigger 1572 fired, 1 targets
Activate called Roce_47_48
startflow Roce_47_48 at 126.017
Flow Roce_37_38 4831 finished at 126.017 total bytes 16779672
Trigger 1014 fired, 1 targets
Activate called Roce_38_39
startflow Roce_38_39 at 126.017
Flow Roce_27_28 2941 finished at 126.017 total bytes 16779672
Trigger 394 fired, 1 targets
Activate called Roce_28_29
startflow Roce_28_29 at 126.017
Flow Roce_45_46 6343 finished at 126.017 total bytes 16779672
Trigger 1510 fired, 1 targets
Activate called Roce_46_47
startflow Roce_46_47 at 126.017
Flow Roce_36_37 4642 finished at 126.017 total bytes 16779672
Trigger 952 fired, 1 targets
Activate called Roce_37_38
startflow Roce_37_38 at 126.017
Flow Roce_54_55 8044 finished at 126.017 total bytes 16779672
Trigger 2068 fired, 1 targets
Activate called Roce_55_56
startflow Roce_55_56 at 126.017
Flow Roce_2_3 10498 finished at 126.112 total bytes 16779672
Trigger 2873 fired, 1 targets
Activate called Roce_3_4
startflow Roce_3_4 at 126.112
Flow Roce_11_12 12199 finished at 126.112 total bytes 16779672
Trigger 3431 fired, 1 targets
Activate called Roce_12_13
startflow Roce_12_13 at 126.112
Flow Roce_5_6 11065 finished at 126.112 total bytes 16779672
Trigger 3059 fired, 1 targets
Activate called Roce_6_7
startflow Roce_6_7 at 126.112
Flow Roce_14_15 12766 finished at 126.112 total bytes 16779672
Trigger 3617 fired, 1 targets
Activate called Roce_15_16
startflow Roce_15_16 at 126.112
Flow Roce_3_4 10687 finished at 126.112 total bytes 16779672
Trigger 2935 fired, 1 targets
Activate called Roce_4_5
startflow Roce_4_5 at 126.112
Flow Roce_12_13 12388 finished at 126.112 total bytes 16779672
Trigger 3493 fired, 1 targets
Activate called Roce_13_14
startflow Roce_13_14 at 126.112
Flow Roce_6_7 11254 finished at 126.112 total bytes 16779672
Trigger 3121 fired, 1 targets
Activate called Roce_7_8
startflow Roce_7_8 at 126.112
Flow Roce_15_16 12955 finished at 126.112 total bytes 16779672
Trigger 3679 fired, 1 targets
Activate called Roce_16_17
startflow Roce_16_17 at 126.112
Flow Roce_22_23 1810 finished at 128.022 total bytes 16779672
Trigger 23 fired, 1 targets
Activate called Roce_23_24
startflow Roce_23_24 at 128.022
Flow Roce_31_32 3511 finished at 128.022 total bytes 16779672
Trigger 581 fired, 1 targets
Activate called Roce_32_33
startflow Roce_32_33 at 128.022
Flow Roce_58_59 8614 finished at 128.022 total bytes 16779672
Trigger 2255 fired, 1 targets
Activate called Roce_59_60
startflow Roce_59_60 at 128.022
Flow Roce_49_50 6913 finished at 128.022 total bytes 16779672
Trigger 1697 fired, 1 targets
Activate called Roce_50_51
startflow Roce_50_51 at 128.022
Flow Roce_40_41 5212 finished at 128.022 total bytes 16779672
Trigger 1139 fired, 1 targets
Activate called Roce_41_42
startflow Roce_41_42 at 128.022
Flow Roce_25_26 2377 finished at 128.022 total bytes 16779672
Trigger 209 fired, 1 targets
Activate called Roce_26_27
startflow Roce_26_27 at 128.022
Flow Roce_61_62 9181 finished at 128.022 total bytes 16779672
Trigger 2441 fired, 1 targets
Activate called Roce_62_63
startflow Roce_62_63 at 128.022
Flow Roce_52_53 7480 finished at 128.022 total bytes 16779672
Trigger 1883 fired, 1 targets
Activate called Roce_53_54
startflow Roce_53_54 at 128.022
Flow Roce_43_44 5779 finished at 128.022 total bytes 16779672
Trigger 1325 fired, 1 targets
Activate called Roce_44_45
startflow Roce_44_45 at 128.022
Flow Roce_34_35 4078 finished at 128.022 total bytes 16779672
Trigger 767 fired, 1 targets
Activate called Roce_35_36
startflow Roce_35_36 at 128.022
Flow Roce_32_33 3886 finished at 128.117 total bytes 16779672
Trigger 704 fired, 1 targets
Activate called Roce_33_34
startflow Roce_33_34 at 128.117
Flow Roce_59_60 8989 finished at 128.117 total bytes 16779672
Trigger 2378 fired, 1 targets
Activate called Roce_60_61
startflow Roce_60_61 at 128.117
Flow Roce_50_51 7288 finished at 128.117 total bytes 16779672
Trigger 1820 fired, 1 targets
Activate called Roce_51_52
startflow Roce_51_52 at 128.117
Flow Roce_41_42 5587 finished at 128.117 total bytes 16779672
Trigger 1262 fired, 1 targets
Activate called Roce_42_43
startflow Roce_42_43 at 128.117
Flow Roce_23_24 2185 finished at 128.117 total bytes 16779672
Trigger 146 fired, 1 targets
Activate called Roce_24_25
startflow Roce_24_25 at 128.117
Flow Roce_18_19 13522 finished at 128.212 total bytes 16779672
Trigger 3865 fired, 1 targets
Activate called Roce_19_20
startflow Roce_19_20 at 128.212
Flow Roce_0_1 10120 finished at 128.212 total bytes 16779672
Trigger 2749 fired, 1 targets
Activate called Roce_1_2
startflow Roce_1_2 at 128.212
Flow Roce_9_10 11821 finished at 128.212 total bytes 16779672
Trigger 3307 fired, 1 targets
Activate called Roce_10_11
startflow Roce_10_11 at 128.212
Flow Roce_63_0 9931 finished at 128.212 total bytes 16779672
Trigger 2687 fired, 1 targets
Activate called Roce_0_1
startflow Roce_0_1 at 128.212
Flow Roce_8_9 11632 finished at 128.212 total bytes 16779672
Trigger 3245 fired, 1 targets
Activate called Roce_9_10
startflow Roce_9_10 at 128.212
Flow Roce_17_18 13333 finished at 128.212 total bytes 16779672
Trigger 3803 fired, 1 targets
Activate called Roce_18_19
startflow Roce_18_19 at 128.212
Flow Roce_28_29 2944 finished at 130.122 total bytes 16779672
Trigger 395 fired, 1 targets
Activate called Roce_29_30
startflow Roce_29_30 at 130.122
Flow Roce_55_56 8047 finished at 130.122 total bytes 16779672
Trigger 2069 fired, 1 targets
Activate called Roce_56_57
startflow Roce_56_57 at 130.122
Flow Roce_46_47 6346 finished at 130.122 total bytes 16779672
Trigger 1511 fired, 1 targets
Activate called Roce_47_48
startflow Roce_47_48 at 130.122
Flow Roce_37_38 4645 finished at 130.122 total bytes 16779672
Trigger 953 fired, 1 targets
Activate called Roce_38_39
startflow Roce_38_39 at 130.122
Flow Roce_4_5 10690 finished at 130.217 total bytes 16779672
Trigger 2936 fired, 1 targets
Activate called Roce_5_6
startflow Roce_5_6 at 130.217
Flow Roce_13_14 12391 finished at 130.217 total bytes 16779672
Trigger 3494 fired, 1 targets
Activate called Roce_14_15
startflow Roce_14_15 at 130.217
Flow Roce_7_8 11257 finished at 130.217 total bytes 16779672
Trigger 3122 fired, 1 targets
Activate called Roce_8_9
startflow Roce_8_9 at 130.217
Flow Roce_16_17 12958 finished at 130.217 total bytes 16779672
Trigger 3680 fired, 1 targets
Activate called Roce_17_18
startflow Roce_17_18 at 130.217
Flow Roce_29_30 3319 finished at 130.217 total bytes 16779672
Trigger 518 fired, 1 targets
Activate called Roce_30_31
startflow Roce_30_31 at 130.217
Flow Roce_56_57 8422 finished at 130.217 total bytes 16779672
Trigger 2192 fired, 1 targets
Activate called Roce_57_58
startflow Roce_57_58 at 130.217
Flow Roce_47_48 6721 finished at 130.217 total bytes 16779672
Trigger 1634 fired, 1 targets
Activate called Roce_48_49
startflow Roce_48_49 at 130.217
Flow Roce_38_39 5020 finished at 130.217 total bytes 16779672
Trigger 1076 fired, 1 targets
Activate called Roce_39_40
startflow Roce_39_40 at 130.217
Flow Roce_20_21 13714 finished at 130.217 total bytes 16779672
Trigger 3928 fired, 1 targets
Activate called Roce_21_22
startflow Roce_21_22 at 130.217
Flow Roce_2_3 10312 finished at 130.217 total bytes 16779672
Trigger 2812 fired, 1 targets
Activate called Roce_3_4
startflow Roce_3_4 at 130.217
Flow Roce_11_12 12013 finished at 130.217 total bytes 16779672
Trigger 3370 fired, 1 targets
Activate called Roce_12_13
startflow Roce_12_13 at 130.217
Flow Roce_26_27 2752 finished at 130.217 total bytes 16779672
Trigger 332 fired, 1 targets
Activate called Roce_27_28
startflow Roce_27_28 at 130.217
Flow Roce_62_63 9556 finished at 130.217 total bytes 16779672
Trigger 2564 fired, 1 targets
Activate called Roce_63_0
startflow Roce_63_0 at 130.217
Flow Roce_53_54 7855 finished at 130.217 total bytes 16779672
Trigger 2006 fired, 1 targets
Activate called Roce_54_55
startflow Roce_54_55 at 130.217
Flow Roce_44_45 6154 finished at 130.217 total bytes 16779672
Trigger 1448 fired, 1 targets
Activate called Roce_45_46
startflow Roce_45_46 at 130.217
Flow Roce_35_36 4453 finished at 130.217 total bytes 16779672
Trigger 890 fired, 1 targets
Activate called Roce_36_37
startflow Roce_36_37 at 130.217
Flow Roce_5_6 10879 finished at 130.217 total bytes 16779672
Trigger 2998 fired, 1 targets
Activate called Roce_6_7
startflow Roce_6_7 at 130.217
Flow Roce_14_15 12580 finished at 130.217 total bytes 16779672
Trigger 3556 fired, 1 targets
Activate called Roce_15_16
startflow Roce_15_16 at 130.217
Flow Roce_6_7 11068 finished at 130.217 total bytes 16779672
Trigger 3060 fired, 1 targets
Activate called Roce_7_8
startflow Roce_7_8 at 130.217
Flow Roce_15_16 12769 finished at 130.217 total bytes 16779672
Trigger 3618 fired, 1 targets
Activate called Roce_16_17
startflow Roce_16_17 at 130.217
Flow Roce_3_4 10501 finished at 130.217 total bytes 16779672
Trigger 2874 fired, 1 targets
Activate called Roce_4_5
startflow Roce_4_5 at 130.217
Flow Roce_12_13 12202 finished at 130.217 total bytes 16779672
Trigger 3432 fired, 1 targets
Activate called Roce_13_14
startflow Roce_13_14 at 130.217
Flow Roce_23_24 1999 finished at 132.222 total bytes 16779672
Trigger 85 fired, 1 targets
Activate called Roce_24_25
startflow Roce_24_25 at 132.222
Flow Roce_32_33 3700 finished at 132.222 total bytes 16779672
Trigger 643 fired, 1 targets
Activate called Roce_33_34
startflow Roce_33_34 at 132.222
Flow Roce_59_60 8803 finished at 132.222 total bytes 16779672
Trigger 2317 fired, 1 targets
Activate called Roce_60_61
startflow Roce_60_61 at 132.222
Flow Roce_50_51 7102 finished at 132.222 total bytes 16779672
Trigger 1759 fired, 1 targets
Activate called Roce_51_52
startflow Roce_51_52 at 132.222
Flow Roce_41_42 5401 finished at 132.222 total bytes 16779672
Trigger 1201 fired, 1 targets
Activate called Roce_42_43
startflow Roce_42_43 at 132.222
Flow Roce_24_25 2188 finished at 132.222 total bytes 16779672
Trigger 147 fired, 1 targets
Activate called Roce_25_26
startflow Roce_25_26 at 132.222
Flow Roce_33_34 3889 finished at 132.222 total bytes 16779672
Trigger 705 fired, 1 targets
Activate called Roce_34_35
startflow Roce_34_35 at 132.222
Flow Roce_60_61 8992 finished at 132.222 total bytes 16779672
Trigger 2379 fired, 1 targets
Activate called Roce_61_62
startflow Roce_61_62 at 132.222
Flow Roce_51_52 7291 finished at 132.222 total bytes 16779672
Trigger 1821 fired, 1 targets
Activate called Roce_52_53
startflow Roce_52_53 at 132.222
Flow Roce_42_43 5590 finished at 132.222 total bytes 16779672
Trigger 1263 fired, 1 targets
Activate called Roce_43_44
startflow Roce_43_44 at 132.222
Flow Roce_19_20 13525 finished at 132.317 total bytes 16779672
Trigger 3866 fired, 1 targets
Activate called Roce_20_21
startflow Roce_20_21 at 132.317
Flow Roce_1_2 10123 finished at 132.317 total bytes 16779672
Trigger 2750 fired, 1 targets
Activate called Roce_2_3
startflow Roce_2_3 at 132.317
Flow Roce_10_11 11824 finished at 132.317 total bytes 16779672
Trigger 3308 fired, 1 targets
Activate called Roce_11_12
startflow Roce_11_12 at 132.317
Flow Roce_63_0 9745 finished at 132.317 total bytes 16779672
Trigger 2626 fired, 1 targets
Activate called Roce_0_1
startflow Roce_0_1 at 132.317
Flow Roce_8_9 11446 finished at 132.317 total bytes 16779672
Trigger 3184 fired, 1 targets
Activate called Roce_9_10
startflow Roce_9_10 at 132.317
Flow Roce_17_18 13147 finished at 132.317 total bytes 16779672
Trigger 3742 fired, 1 targets
Activate called Roce_18_19
startflow Roce_18_19 at 132.317
Flow Roce_18_19 13336 finished at 132.317 total bytes 16779672
Trigger 3804 fired, 1 targets
Activate called Roce_19_20
startflow Roce_19_20 at 132.317
Flow Roce_0_1 9934 finished at 132.317 total bytes 16779672
Trigger 2688 fired, 1 targets
Activate called Roce_1_2
startflow Roce_1_2 at 132.317
Flow Roce_9_10 11635 finished at 132.317 total bytes 16779672
Trigger 3246 fired, 1 targets
Activate called Roce_10_11
startflow Roce_10_11 at 132.317
Flow Roce_27_28 2755 finished at 134.322 total bytes 16779672
Trigger 333 fired, 1 targets
Activate called Roce_28_29
startflow Roce_28_29 at 134.322
Flow Roce_54_55 7858 finished at 134.322 total bytes 16779672
Trigger 2007 fired, 1 targets
Activate called Roce_55_56
startflow Roce_55_56 at 134.322
Flow Roce_45_46 6157 finished at 134.322 total bytes 16779672
Trigger 1449 fired, 1 targets
Activate called Roce_46_47
startflow Roce_46_47 at 134.322
Flow Roce_36_37 4456 finished at 134.322 total bytes 16779672
Trigger 891 fired, 1 targets
Activate called Roce_37_38
startflow Roce_37_38 at 134.322
Flow Roce_21_22 13717 finished at 134.322 total bytes 16779672
Trigger 3929 fired, 1 targets
Activate called Roce_22_23
startflow Roce_22_23 at 134.322
Flow Roce_29_30 3133 finished at 134.322 total bytes 16779672
Trigger 457 fired, 1 targets
Activate called Roce_30_31
startflow Roce_30_31 at 134.322
Flow Roce_56_57 8236 finished at 134.322 total bytes 16779672
Trigger 2131 fired, 1 targets
Activate called Roce_57_58
startflow Roce_57_58 at 134.322
Flow Roce_47_48 6535 finished at 134.322 total bytes 16779672
Trigger 1573 fired, 1 targets
Activate called Roce_48_49
startflow Roce_48_49 at 134.322
Flow Roce_38_39 4834 finished at 134.322 total bytes 16779672
Trigger 1015 fired, 1 targets
Activate called Roce_39_40
startflow Roce_39_40 at 134.322
Flow Roce_30_31 3322 finished at 134.322 total bytes 16779672
Trigger 519 fired, 1 targets
Activate called Roce_31_32
startflow Roce_31_32 at 134.322
Flow Roce_57_58 8425 finished at 134.322 total bytes 16779672
Trigger 2193 fired, 1 targets
Activate called Roce_58_59
startflow Roce_58_59 at 134.322
Flow Roce_48_49 6724 finished at 134.322 total bytes 16779672
Trigger 1635 fired, 1 targets
Activate called Roce_49_50
startflow Roce_49_50 at 134.322
Flow Roce_39_40 5023 finished at 134.322 total bytes 16779672
Trigger 1077 fired, 1 targets
Activate called Roce_40_41
startflow Roce_40_41 at 134.322
Flow Roce_26_27 2566 finished at 134.322 total bytes 16779672
Trigger 271 fired, 1 targets
Activate called Roce_27_28
startflow Roce_27_28 at 134.322
Flow Roce_35_36 4267 finished at 134.322 total bytes 16779672
Trigger 829 fired, 1 targets
Activate called Roce_36_37
startflow Roce_36_37 at 134.322
Flow Roce_62_63 9370 finished at 134.322 total bytes 16779672
Trigger 2503 fired, 1 targets
Activate called Roce_63_0
startflow Roce_63_0 at 134.322
Flow Roce_53_54 7669 finished at 134.322 total bytes 16779672
Trigger 1945 fired, 1 targets
Activate called Roce_54_55
startflow Roce_54_55 at 134.322
Flow Roce_44_45 5968 finished at 134.322 total bytes 16779672
Trigger 1387 fired, 1 targets
Activate called Roce_45_46
startflow Roce_45_46 at 134.322
Flow Roce_4_5 10504 finished at 134.322 total bytes 16779672
Trigger 2875 fired, 1 targets
Activate called Roce_5_6
startflow Roce_5_6 at 134.322
Flow Roce_13_14 12205 finished at 134.322 total bytes 16779672
Trigger 3433 fired, 1 targets
Activate called Roce_14_15
startflow Roce_14_15 at 134.322
Flow Roce_7_8 11071 finished at 134.322 total bytes 16779672
Trigger 3061 fired, 1 targets
Activate called Roce_8_9
startflow Roce_8_9 at 134.322
Flow Roce_16_17 12772 finished at 134.322 total bytes 16779672
Trigger 3619 fired, 1 targets
Activate called Roce_17_18
startflow Roce_17_18 at 134.322
Flow Roce_3_4 10315 finished at 134.322 total bytes 16779672
Trigger 2813 fired, 1 targets
Activate called Roce_4_5
startflow Roce_4_5 at 134.322
Flow Roce_12_13 12016 finished at 134.322 total bytes 16779672
Trigger 3371 fired, 1 targets
Activate called Roce_13_14
startflow Roce_13_14 at 134.322
Flow Roce_6_7 10882 finished at 134.322 total bytes 16779672
Trigger 2999 fired, 1 targets
Activate called Roce_7_8
startflow Roce_7_8 at 134.322
Flow Roce_15_16 12583 finished at 134.322 total bytes 16779672
Trigger 3557 fired, 1 targets
Activate called Roce_16_17
startflow Roce_16_17 at 134.322
Flow Roce_25_26 2191 finished at 136.328 total bytes 16779672
Trigger 148 fired, 1 targets
Activate called Roce_26_27
startflow Roce_26_27 at 136.328
Flow Roce_34_35 3892 finished at 136.328 total bytes 16779672
Trigger 706 fired, 1 targets
Activate called Roce_35_36
startflow Roce_35_36 at 136.328
Flow Roce_61_62 8995 finished at 136.328 total bytes 16779672
Trigger 2380 fired, 1 targets
Activate called Roce_62_63
startflow Roce_62_63 at 136.328
Flow Roce_52_53 7294 finished at 136.328 total bytes 16779672
Trigger 1822 fired, 1 targets
Activate called Roce_53_54
startflow Roce_53_54 at 136.328
Flow Roce_43_44 5593 finished at 136.328 total bytes 16779672
Trigger 1264 fired, 1 targets
Activate called Roce_44_45
startflow Roce_44_45 at 136.328
Flow Roce_23_24 1813 finished at 136.328 total bytes 16779672
Trigger 24 fired, 1 targets
Activate called Roce_24_25
startflow Roce_24_25 at 136.328
Flow Roce_32_33 3514 finished at 136.328 total bytes 16779672
Trigger 582 fired, 1 targets
Activate called Roce_33_34
startflow Roce_33_34 at 136.328
Flow Roce_59_60 8617 finished at 136.328 total bytes 16779672
Trigger 2256 fired, 1 targets
Activate called Roce_60_61
startflow Roce_60_61 at 136.328
Flow Roce_50_51 6916 finished at 136.328 total bytes 16779672
Trigger 1698 fired, 1 targets
Activate called Roce_51_52
startflow Roce_51_52 at 136.328
Flow Roce_41_42 5215 finished at 136.328 total bytes 16779672
Trigger 1140 fired, 1 targets
Activate called Roce_42_43
startflow Roce_42_43 at 136.328
Flow Roce_24_25 2002 finished at 136.328 total bytes 16779672
Trigger 86 fired, 1 targets
Activate called Roce_25_26
startflow Roce_25_26 at 136.328
Flow Roce_33_34 3703 finished at 136.328 total bytes 16779672
Trigger 644 fired, 1 targets
Activate called Roce_34_35
startflow Roce_34_35 at 136.328
Flow Roce_60_61 8806 finished at 136.328 total bytes 16779672
Trigger 2318 fired, 1 targets
Activate called Roce_61_62
startflow Roce_61_62 at 136.328
Flow Roce_51_52 7105 finished at 136.328 total bytes 16779672
Trigger 1760 fired, 1 targets
Activate called Roce_52_53
startflow Roce_52_53 at 136.328
Flow Roce_42_43 5404 finished at 136.328 total bytes 16779672
Trigger 1202 fired, 1 targets
Activate called Roce_43_44
startflow Roce_43_44 at 136.328
Flow Roce_19_20 13339 finished at 136.422 total bytes 16779672
Trigger 3805 fired, 1 targets
Activate called Roce_20_21
startflow Roce_20_21 at 136.422
Flow Roce_1_2 9937 finished at 136.422 total bytes 16779672
Trigger 2689 fired, 1 targets
Activate called Roce_2_3
startflow Roce_2_3 at 136.422
Flow Roce_10_11 11638 finished at 136.422 total bytes 16779672
Trigger 3247 fired, 1 targets
Activate called Roce_11_12
startflow Roce_11_12 at 136.422
Flow Roce_9_10 11449 finished at 136.422 total bytes 16779672
Trigger 3185 fired, 1 targets
Activate called Roce_10_11
startflow Roce_10_11 at 136.422
Flow Roce_18_19 13150 finished at 136.422 total bytes 16779672
Trigger 3743 fired, 1 targets
Activate called Roce_19_20
startflow Roce_19_20 at 136.422
Flow Roce_0_1 9748 finished at 136.422 total bytes 16779672
Trigger 2627 fired, 1 targets
Activate called Roce_1_2
startflow Roce_1_2 at 136.422
Flow Roce_28_29 2758 finished at 138.428 total bytes 16779672
Trigger 334 fired, 1 targets
Activate called Roce_29_30
startflow Roce_29_30 at 138.428
Flow Roce_55_56 7861 finished at 138.428 total bytes 16779672
Trigger 2008 fired, 1 targets
Activate called Roce_56_57
startflow Roce_56_57 at 138.428
Flow Roce_46_47 6160 finished at 138.428 total bytes 16779672
Trigger 1450 fired, 1 targets
Activate called Roce_47_48
startflow Roce_47_48 at 138.428
Flow Roce_37_38 4459 finished at 138.428 total bytes 16779672
Trigger 892 fired, 1 targets
Activate called Roce_38_39
startflow Roce_38_39 at 138.428
Flow Roce_22_23 13720 finished at 138.428 total bytes 16779672
Trigger 3930 fired, 1 targets
Activate called Roce_23_24
startflow Roce_23_24 at 138.428
Flow Roce_31_32 3325 finished at 138.428 total bytes 16779672
Trigger 520 fired, 1 targets
Activate called Roce_32_33
startflow Roce_32_33 at 138.428
Flow Roce_58_59 8428 finished at 138.428 total bytes 16779672
Trigger 2194 fired, 1 targets
Activate called Roce_59_60
startflow Roce_59_60 at 138.428
Flow Roce_49_50 6727 finished at 138.428 total bytes 16779672
Trigger 1636 fired, 1 targets
Activate called Roce_50_51
startflow Roce_50_51 at 138.428
Flow Roce_40_41 5026 finished at 138.428 total bytes 16779672
Trigger 1078 fired, 1 targets
Activate called Roce_41_42
startflow Roce_41_42 at 138.428
Flow Roce_29_30 2947 finished at 138.428 total bytes 16779672
Trigger 396 fired, 1 targets
Activate called Roce_30_31
startflow Roce_30_31 at 138.428
Flow Roce_56_57 8050 finished at 138.428 total bytes 16779672
Trigger 2070 fired, 1 targets
Activate called Roce_57_58
startflow Roce_57_58 at 138.428
Flow Roce_47_48 6349 finished at 138.428 total bytes 16779672
Trigger 1512 fired, 1 targets
Activate called Roce_48_49
startflow Roce_48_49 at 138.428
Flow Roce_38_39 4648 finished at 138.428 total bytes 16779672
Trigger 954 fired, 1 targets
Activate called Roce_39_40
startflow Roce_39_40 at 138.428
Flow Roce_26_27 2380 finished at 138.428 total bytes 16779672
Trigger 210 fired, 1 targets
Activate called Roce_27_28
startflow Roce_27_28 at 138.428
Flow Roce_35_36 4081 finished at 138.428 total bytes 16779672
Trigger 768 fired, 1 targets
Activate called Roce_36_37
startflow Roce_36_37 at 138.428
Flow Roce_62_63 9184 finished at 138.428 total bytes 16779672
Trigger 2442 fired, 1 targets
Activate called Roce_63_0
startflow Roce_63_0 at 138.428
Flow Roce_53_54 7483 finished at 138.428 total bytes 16779672
Trigger 1884 fired, 1 targets
Activate called Roce_54_55
startflow Roce_54_55 at 138.428
Flow Roce_44_45 5782 finished at 138.428 total bytes 16779672
Trigger 1326 fired, 1 targets
Activate called Roce_45_46
startflow Roce_45_46 at 138.428
Flow Roce_4_5 10318 finished at 138.428 total bytes 16779672
Trigger 2814 fired, 1 targets
Activate called Roce_5_6
startflow Roce_5_6 at 138.428
Flow Roce_13_14 12019 finished at 138.428 total bytes 16779672
Trigger 3372 fired, 1 targets
Activate called Roce_14_15
startflow Roce_14_15 at 138.428
Flow Roce_7_8 10885 finished at 138.428 total bytes 16779672
Trigger 3000 fired, 1 targets
Activate called Roce_8_9
startflow Roce_8_9 at 138.428
Flow Roce_16_17 12586 finished at 138.428 total bytes 16779672
Trigger 3558 fired, 1 targets
Activate called Roce_17_18
startflow Roce_17_18 at 138.428
Flow Roce_30_31 3136 finished at 138.428 total bytes 16779672
Trigger 458 fired, 1 targets
Activate called Roce_31_32
startflow Roce_31_32 at 138.428
Flow Roce_57_58 8239 finished at 138.428 total bytes 16779672
Trigger 2132 fired, 1 targets
Activate called Roce_58_59
startflow Roce_58_59 at 138.428
Flow Roce_48_49 6538 finished at 138.428 total bytes 16779672
Trigger 1574 fired, 1 targets
Activate called Roce_49_50
startflow Roce_49_50 at 138.428
Flow Roce_39_40 4837 finished at 138.428 total bytes 16779672
Trigger 1016 fired, 1 targets
Activate called Roce_40_41
startflow Roce_40_41 at 138.428
Flow Roce_27_28 2569 finished at 138.428 total bytes 16779672
Trigger 272 fired, 1 targets
Activate called Roce_28_29
startflow Roce_28_29 at 138.428
Flow Roce_54_55 7672 finished at 138.428 total bytes 16779672
Trigger 1946 fired, 1 targets
Activate called Roce_55_56
startflow Roce_55_56 at 138.428
Flow Roce_45_46 5971 finished at 138.428 total bytes 16779672
Trigger 1388 fired, 1 targets
Activate called Roce_46_47
startflow Roce_46_47 at 138.428
Flow Roce_36_37 4270 finished at 138.428 total bytes 16779672
Trigger 830 fired, 1 targets
Activate called Roce_37_38
startflow Roce_37_38 at 138.428
Flow Roce_5_6 10693 finished at 138.522 total bytes 16779672
Trigger 2937 fired, 1 targets
Activate called Roce_6_7
startflow Roce_6_7 at 138.522
Flow Roce_14_15 12394 finished at 138.522 total bytes 16779672
Trigger 3495 fired, 1 targets
Activate called Roce_15_16
startflow Roce_15_16 at 138.522
Flow Roce_25_26 2005 finished at 140.433 total bytes 16779672
Trigger 87 fired, 1 targets
Activate called Roce_26_27
startflow Roce_26_27 at 140.433
Flow Roce_34_35 3706 finished at 140.433 total bytes 16779672
Trigger 645 fired, 1 targets
Activate called Roce_35_36
startflow Roce_35_36 at 140.433
Flow Roce_61_62 8809 finished at 140.433 total bytes 16779672
Trigger 2319 fired, 1 targets
Activate called Roce_62_63
startflow Roce_62_63 at 140.433
Flow Roce_52_53 7108 finished at 140.433 total bytes 16779672
Trigger 1761 fired, 1 targets
Activate called Roce_53_54
startflow Roce_53_54 at 140.433
Flow Roce_43_44 5407 finished at 140.433 total bytes 16779672
Trigger 1203 fired, 1 targets
Activate called Roce_44_45
startflow Roce_44_45 at 140.433
Flow Roce_24_25 1816 finished at 140.433 total bytes 16779672
Trigger 25 fired, 1 targets
Activate called Roce_25_26
startflow Roce_25_26 at 140.433
Flow Roce_33_34 3517 finished at 140.433 total bytes 16779672
Trigger 583 fired, 1 targets
Activate called Roce_34_35
startflow Roce_34_35 at 140.433
Flow Roce_60_61 8620 finished at 140.433 total bytes 16779672
Trigger 2257 fired, 1 targets
Activate called Roce_61_62
startflow Roce_61_62 at 140.433
Flow Roce_51_52 6919 finished at 140.433 total bytes 16779672
